Timestamp	What is your gender?	What year are you?	What is your relationship status?	Are you currently sexually active?	How frequently do you have sex?	How often do you masturbate?	Where have you had sex?	How often do you have "one night stands"?	How frequently do you watch porn?	Have you ever cheated on someone?	Have you ever been cheated on?	Do you consider yourself a virgin?	Have you ever had sex while under the influence? (check all that apply)	What department does your major belong to?	What sexual orientation do you most identify with?	Which of the following sex toys have you used during sex?	Have you ever paid for sex?	Were you a virgin when you first arrived at Mines?	Who of the following have you had sex with?	How confident are you in your sexual abilities?	How would you rate other Mines students' sexual abilities based on previous sexual encounters?	What of these sexual activities have you done?	Do you own any sex toys and/or have you used them?	Have you ever faked an orgasm?	What is your most common method of contraception and/or STD protection?	On a scale of 1 to 5, how happy are you with your sex life?	Have you ever had an STD?	Do you currently have an STD?	When was the last time you were tested for  STDs?	Have you ever been paid for sex?	What do you consider to be "sex"?	Have you ever sincerely used the term RIBS (Ratio Induced Bitchiness Syndrome)?	Any Comments?	What is your GPA?	At what bar/brewery do you spend the most time?	What operating system do you run on your personal computer?	Where do you usually study?	How frequently do you talk to your parents?	Have you had an internship?	How frequently do you exercise?	Did you vote in the November election?	Are you in-state or out-of-state?	How many facebook friends do you have?	In the last year, how many books did you start and finish?	In the last 12 months, how many different individuals have you had sex with?
2/4/2015 23:17:30	Female	Senior	In a committed relationship	Yes	3-5 times per week	A few times a week	A bedroom, A car, A fraternity house, A sorority house, A shower/bathroom	Once a year (or when the stars align...)	Once a week	No	Yes	No	Alcohol, Marijuana	Physics	Bisexual	Vibrator, Ice, ropes	No	Yes	Another Mines student, A student from another college, Someone in your department	5	2	Threesome (or more...), Had sex in a room where someone else was sleeping	I own and use them	Yes	Oral birth control	5	No	No	Never	No	Vaginal sex, Anal sex, oral only counts for lesbians	Yes		3.6	Rock Rest Lodge	Windows	Marquez Hall	Once a week	No	More than once a week	No	In-State	647	2-5	5
2/4/2015 14:24:29	Male	Sophomore	Single	Yes	1-2 times per month	A few times a week	A bedroom, A car	Once a year (or when the stars align...)	A few times a week	No	No	No	Alcohol	Chemical and Biological Engineering	Bisexual	None of these.	No	No	A student from another college.	3	2	None of these.	I've never used them and I don't own any	No	Male condoms	2	No	No	Never	No	Oral sex, Vaginal sex	No		3.86		Mac OS	Arthur Lakes Library	More than once a week	No	Once a week	Yes	Out-of-State	700	2-5	2
2/4/2015 15:04:24	Male	Sophomore	Single			More than once a day			More than once a day	No	No	Yes		Chemical and Biological Engineering	Bisexual					1			I've used them, but don't own them.			1	No	No	Never		Oral sex, Vaginal sex, Anal sex	No		3.4	Not 21	Windows	Marquez Hall	Once a week	No	More than once a week	No	Out-of-State	800	2-5	
2/4/2015 15:08:07	Male	Junior	Single			Almost never			Almost never	No	Yes	Yes		Electrical Engineering and Computer Science	Bisexual					2			I've never used them and I don't own any			1	No	No	Never		Oral sex, Vaginal sex, Anal sex	Yes		3.1	Coors lab	Linux	Arthur Lakes Library	Once a month	Yes	More than once a week	No	In-State	305	2-5	
2/4/2015 15:09:44	Male	Junior	Single	Yes	1-2 times per year (or when the stars align...)	More than once a day	A bedroom, A car, Hot tub	I have never had a one night stand.	More than once a day	No	No	No	Alcohol, Marijuana	Petroleum Engineering	Bisexual	None of these.	No	Yes	None of these	4	1	Threesome (or more...)	I've never used them and I don't own any	No	Male condoms	1	No	No	Never	No	Oral sex, Vaginal sex, Anal sex	No			Buffalo Wild Wings	Mac OS	At your house/dorm/apartment	Once a month	Yes	More than once a week	Yes	Out-of-State	258	None	0
2/4/2015 15:11:27	Male	Graduate Student	In an open relationship	Yes	1-2 times per week	More than once a day	A bedroom, A car, A shower/bathroom	I have never had a one night stand.	Once a day	Yes	Yes	No	Alcohol, Marijuana, 2CB	Physics	Bisexual	Whip(s), Dildo, Vibrator, Cock Ring, Handcuffs, Blindfold, Ice, Wax		No	A student from another college	4	3	Used props, Role play, Had sex in a room where someone else was sleeping	I own and use them	Yes	Male condoms	4	No	No	Within the past six months	No	Vaginal sex, Anal sex	No		3.9	Mountain Toad	Linux	At your house/dorm/apartment	Once a week	Yes	More than once a week	Yes	Out-of-State	350	More than 15	3
2/4/2015 15:12:53	Male	Junior	Single	Yes	3-5 times per week	More than once a day	A bedroom, A car, A campus building, A shower/bathroom	I have never had a one night stand.	Once a day	No	Yes	No	Alcohol	Geophysics	Bisexual	None of these.	No	No	Another Mines student	4	3	Role play, Made a sex tape, Had sex in a room where someone else was sleeping	I've never used them and I don't own any	No	Male condoms	2	No	No	Never	No	Vaginal sex, Anal sex	Yes		3.94	None	Both osx and Windows	At your house/dorm/apartment	Once a week	No	More than once a week	No	Out-of-State	180	More than 15	1
2/4/2015 15:13:55	Male	Graduate Student	Single	Yes	1-2 times per month	A few times a month	A bedroom, A car, A shower/bathroom	Once a year (or when the stars align...)	A few times a month	Yes	Yes	No	Alcohol, Marijuana, Mushrooms	Petroleum Engineering	Bisexual	Dildo, Vibrator, Cock Ring, Anal Plug, Ice, Wax	Yes	No	Another Mines student, Someone in your department, A roommate, A coworker	3	1	Threesome (or more...), Had sex in a room where someone else was sleeping, Anal sex	I own and use them	Yes	Orgasmic timing (or as the kids say, "pulling out")	1	Yes	No	A while ago...	No	Oral sex, Vaginal sex, Anal sex	No		3.83	Golden City Brewery	Windows	At your house/dorm/apartment	Never	Yes	More than once a week	Yes	Out-of-State	0	2-5	2
2/4/2015 15:15:53	Male	Sophomore	dating	Yes	1-2 times per week	A few times a week	A bedroom	I have never had a one night stand.	A few times a week	No	No	No	None of these	Electrical Engineering and Computer Science	Bisexual	None of these.	No	Yes	Another Mines student	3	2	Anal sex	I've never used them and I don't own any	No	Male condoms	3	No	No	Never	No	Oral sex, Vaginal sex, Anal sex	No		3.2	none	Windows	Brown Building	Once a week	Yes	More than once a week	No	In-State	600	None	3
2/4/2015 15:19:40	Male	Graduate Student	In a committed relationship	Yes	3-5 times per week	A few times a week	A bedroom, A car, A campus building, A shower/bathroom, A bathhouse	Once a month	Once a week	No	Yes	No	Alcohol	Electrical Engineering and Computer Science	Bisexual	Dildo, Vibrator, Cock Ring	No	Yes	Another Mines student, A student from another college	5	3	Used props, Threesome (or more...), Role play, Anal sex	I own and use them	No	Male condoms	4	No	No	Within the past three months	No	Oral sex, Vaginal sex, Anal sex	No		3.49	Rock Rest Lodge	Windows	Brown Building	Once a week	Yes	2-3 times per month	Yes	In-State	395	2-5	1
2/4/2015 15:22:29	Male	Graduate Student	In a committed relationship	Yes	1-2 times per month	More than once a day	A bedroom	Once a year (or when the stars align...)	Once a day	No	No	No	Alcohol, Marijuana	Geology and Geological Engineering	Bisexual	Blindfold	No	No	A student from another college	4		Threesome (or more...), Anal sex	I own and use them	No	Oral birth control	3	No	No	Within the past year	No	Vaginal sex, Anal sex	No		3.75	Mountain Toad	Mac OS	At your house/dorm/apartment	Once a week	No	More than once a week	Yes	In-State	1500	2-5	1
2/4/2015 16:02:05	Male	Sophomore	Single			More than once a day			More than once a day	No	Yes	Yes		Mechanical Engineering	Bisexual					5			I own and use them			3	No	No	Within the past year		Oral sex, Vaginal sex, Anal sex	Yes		5	sober	Mac OS	Brown Building	More than once a week	Yes	More than once a week	No	In-State	300	More than 15	
2/4/2015 16:07:37	Male	Freshman	In a committed relationship	Yes	3-5 times per week	More than once a day	An athletics field/stadium, A bedroom, A car, A campus building, A shower/bathroom	Once a year (or when the stars align...)	More than once a day	No	Yes	No	Alcohol, Marijuana	Petroleum Engineering	Bisexual		No	No	A student from another college	3		Threesome (or more...), Had sex in a room where someone else was sleeping, Anal sex	I've never used them and I don't own any	No	Oral birth control	5	Yes	No	A while ago...	No	Oral sex, Vaginal sex, Anal sex	No		3.017		Windows	At your house/dorm/apartment	Once a month	No	Almost never	No	Out-of-State	500	More than 15	1
2/4/2015 16:12:43	Male	Junior	Single	Yes	1-2 times per month	Once a day	A bedroom, A car, A campus building, A shower/bathroom, The steam tunnels	Once a year (or when the stars align...)	Once a week	No	Yes	No	Acid, Adderall, Alcohol, Marijuana	Physics	Bisexual	Vibrator, Anal Plug	No		Another Mines student, A student from another college, Someone in your department, A roommate, A coworker	4	2	Threesome (or more...), Role play, Anal sex	I've used them, but don't own them.	No	Male condoms	4	No	No	Within the past six months	No	Oral sex, Vaginal sex, Anal sex, Audial sex (yeah, we don't know either...)	No		3	My room	Linux	At your house/dorm/apartment	Once a month	No	Once a month	Yes	In-State	204	2-5	13
2/4/2015 16:13:05	Male	Freshman	In a committed relationship	Yes	1-2 times per week	Once a day	A bedroom, A car	I have never had a one night stand.	Once a day	No	No	No	Adderall, Alcohol, Ecstasy, Marijuana	Mechanical Engineering	Bisexual	Dildo, Vibrator, Handcuffs, Blindfold, Anal Plug	No	No	Another Mines student	3	3	Used props, Role play, Anal sex	I own and use them	Yes	Male condoms	2	No	No	Never	No	Vaginal sex, Anal sex	Yes	Cock	3.327	Ace-Hi Tavern	Windows	Brown Building	Once a week	No	More than once a week	Yes	Out-of-State	500	2-5	1
2/4/2015 16:45:24	Male	Junior	Single	No	I am not sexually active.	Once a day	A bedroom	Once a year (or when the stars align...)	A few times a week	No	No	No		Mining Engineering	Bisexual	Blindfold, Ice	No	No	A student from another college	3	3	Anal sex	I've never used them and I don't own any	No		2	No	No	Never	No	Oral sex, Vaginal sex, Anal sex	No				Windows	Brown Building	Once a week	No	More than once a week	Yes	In-State		1	1
2/4/2015 16:57:09	Male	Freshman	Single	No	1-2 times per year (or when the stars align...)	A few times a week	A bedroom, A car	I have never had a one night stand.	A few times a week	No	Yes	No	Alcohol	Chemical and Biological Engineering	Bisexual	None of these.	No	No	A student from another college	2		None of these.	I've never used them and I don't own any	Yes	Male condoms	1	No	No	A while ago...	No	Vaginal sex, Anal sex	Yes		2.3		Windows	At your house/dorm/apartment	Once a week	No	More than once a week	No	Out-of-State	450	6-10	1
2/4/2015 17:12:53	Male	Freshman	Single	Yes	1-2 times per month	More than once a day	An athletics field/stadium, A bedroom, A car, A campus building, A shower/bathroom, Elevator, Basically my entire home town	I have never had a one night stand.	More than once a day	No	Yes	No	Alcohol, Marijuana	Electrical Engineering and Computer Science	Bisexual	Whip(s), Dildo, Vibrator, Cock Ring, Handcuffs, Whistle, Cages, Blindfold, Anal Plug, Ice, Wax, Furry Suits, Sex Dolls, Ben Wa Balls, rope, collars, hooks, ect.	No	No	Another Mines student, A student from another college, Many others	4	3	Used props, Threesome (or more...), Role play, Made a sex tape, Had sex in a room where someone else was sleeping, Used chatroulette for things not in the "terms of use..." In other words, broadcast a sex show., Anal sex, <insert almost anything you can think of>	I've used them, but don't own them.	Yes	Oral birth control	1	No	No	Within the past month	No	Oral sex, Vaginal sex, Anal sex	Yes	This leaves out a lot of stuff that can be done sexually	3.14	None	Windows	At your house/dorm/apartment	More than once a week	No	Almost never	No	In-State	150	None	2
2/4/2015 17:21:05	Male	Sophomore	Single			A few times a week			Once a week	No	No	Yes		Mechanical Engineering	Bisexual					2			I own and use them			1	No	No	Never		Vaginal sex, Anal sex	No		2.9	The Grizzly Rose	Mac OS	Brown Building	More than once a week	No	Once a week	Yes	In-State	300	6-10	
2/4/2015 17:23:18	Male	Freshman	Single	Yes	1-2 times per month	More than once a day	A bedroom, A car, A shower/bathroom, Park	I have never had a one night stand.	Once a week	No	No	No	Prescription drugs (pain killers, etc)	Civil and Environmental Engineering	Bisexual	None of these.	No	No	A student from another college, Friend	4		Had sex in a room where someone else was sleeping, Anal sex	I've never used them and I don't own any	Yes	Male condoms	3	No	No	Never	No	Vaginal sex, Anal sex	No			I'm 18	Windows	At your house/dorm/apartment	Once a week	No	More than once a week	No	Out-of-State	6-700	11-15	1
2/4/2015 17:30:32	Male	Graduate Student	In an open relationship	Yes	3-5 times per week	Once a day	A bedroom, A car, A shower/bathroom, Woods, shipping container, furry party	I have never had a one night stand.	Once a day	Yes	Yes	No	Alcohol, Marijuana	Electrical Engineering and Computer Science	Bisexual	Dildo, Vibrator, Cock Ring, Handcuffs, Blindfold, Anal Plug, Ice, Wax, Furry Suits	No	No	Another Mines student, A student from another college	5		Used props, Threesome (or more...), Role play, Had sex in a room where someone else was sleeping, Anal sex, Cockband (rockband with added distractions)	I own and use them	Yes	Male condoms	5	No	No	Within the past six months	No	Oral sex, Vaginal sex, Anal sex	No	There's no question about favorite positions, best ways to meet sexual partners, or how do your partners feel about your sexual abilities.  I am a little disappointed in this questionnaire.	3.9	Golden City Brewery	Linux	At your house/dorm/apartment	Once a semester	Yes	2-3 times per month	Yes	Out-of-State	100	None	6
2/4/2015 17:55:46	Male	Sophomore	Single	Yes	Once a day	A few times a week	An air plane, An athletics field/stadium, A bedroom, A car, A fraternity house, A campus building, A shower/bathroom, The Library, Club or Bar, South/North Table	A few times a month	A few times a month	Yes	Yes	No	Acid, Adderall, Alcohol, Cocaine, Ecstasy, Marijuana, Mushrooms, Prescription drugs (pain killers, etc)	Petroleum Engineering	Bisexual	Whip(s), Dildo, Vibrator, Cock Ring, Handcuffs, Blindfold, Anal Plug, Ice, Wax, Ben Wa Balls	No	Yes	Another Mines student, A student from another college, Someone in your department, A roommate, A coworker	5	3	Threesome (or more...), Role play, Made a sex tape, Had sex in a room where someone else was sleeping, Anal sex	I own and use them	Yes	Oral birth control	5	Yes	No	Within the past month	Yes	Oral sex, Vaginal sex, Anal sex, Titty fuckin	No		3.3	Rock Rest Lodge	Mac OS	Brown Building	More than once a week	No	More than once a week	Yes	Out-of-State	1300	None	32
2/4/2015 18:44:29	Male	Sophomore	Single	Yes	1-2 times per month	Once a day	A bedroom, A car, A shower/bathroom	Once a month	A few times a week	No	No	No	Alcohol	Civil and Environmental Engineering	Bisexual	None of these.	No	Yes	Another Mines student, A student from another college, Rando	3	2	Anal sex, Shower sex	I've used them, but don't own them.	No	Male condoms	3	No	No	A while ago...	No	Vaginal sex, Anal sex	No			None	Windows	At your house/dorm/apartment	Once a week	No	More than once a week	No	Out-of-State	200	1	3
2/4/2015 21:52:18	Male	Senior	Single			Once a day			More than once a day	No	No	Yes		Chemical and Biological Engineering	Bisexual					1			I've never used them and I don't own any			1	No	No	Never		Oral sex, Vaginal sex, Anal sex	No		2.9	Rock Rest Lodge	Windows	At your house/dorm/apartment	Once a week	No	More than once a week	No	In-State	800	None	
2/4/2015 22:58:38	Male	Junior	Single			Once a day			A few times a week	No	No	Yes		Metallurgical and Materials Engineering	Bisexual					1			I've never used them and I don't own any			4	No	No	Never		Oral sex, Vaginal sex, Anal sex	No	I love Tortino pizzas...	3.2		Windows	At your house/dorm/apartment	Once a month	No	Once a week	No	Out-of-State	130	More than 15	
2/4/2015 15:30:40	nuclearqueer	Freshman	In a committed relationship	No	3-5 times per week	A few times a month	A bedroom, space	I have never had a one night stand.	A few times a month	Yes	No	No	Acid, Marijuana	Applied Mathematics and Statistics	Bisexual		No	No	Another Mines student	3	4	Had sex in a room where someone else was sleeping, Used chatroulette for things not in the "terms of use..." In other words, broadcast a sex show.	I've never used them and I don't own any	No	Male condoms	3	No	No	Never	No	Vaginal sex	Yes	Ayy lmao		dorm	Windows	Arthur Lakes Library	More than once a week	No	Almost never	No	Out-of-State	501	None	1
2/4/2015 16:19:45	Transgender	Freshman	In an open relationship	Yes	3-5 times per week	I have never masturbated	An air plane, An athletics field/stadium, A campus building, In Edgar Mine, The Library, Elevator, The steam tunnels, South/North Table, The Ace-Hi Tavern	Once a week	More than once a day	Yes	No	No	Cocaine, DMT, Ecstasy, Marijuana, Mushrooms, Prescription drugs (pain killers, etc)	Chemical and Biological Engineering	Bisexual	Whip(s), Dildo, Vibrator, Cages, Anal Plug, Ice, Furry Suits, Sex Dolls, Ben Wa Balls	Yes	Yes	Another Mines student, A student from another college, Someone in your department, A roommate, A Golden bartender or waiter	5	1	Used props, Threesome (or more...), Role play, Made a sex tape, Had sex in a room where someone else was sleeping, Used chatroulette for things not in the "terms of use..." In other words, broadcast a sex show., Anal sex	I own and use them	No	Orgasmic timing (or as the kids say, "pulling out")	5	No	No	Never	Yes	Oral sex, Vaginal sex, Anal sex	Yes		1.5	Ace-Hi Tavern	Linux	Marquez Hall	Once a year	Yes	More than once a week	Yes	Out-of-State	1000	More than 15	64
